window_id,source_csv,person,case,case_idx,front_video_path,side_video_path,front_fps,side_fps,window_sec,stride_sec,window_frames,stride_frames,min_coverage,start_frame,end_frame,start_time_sec,end_time_sec,center_time_sec,n_samples_in_window,samples_per_frame,front_duration_s,front_total_frames,side_duration_s,side_total_frames,label,split,fold_id
35,data\labeled_safe\benhur_exhale_hold_labeled.csv,benhur,exhale_hold,3,data\raw\videos\Benhur\benhur_3_front.mp4,data\raw\videos\Benhur\benhur_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,312,326,10.4,10.8667,10.6333,51,3.4,13.35,400,13.49,404,1,,
36,data\labeled_safe\benhur_exhale_hold_labeled.csv,benhur,exhale_hold,3,data\raw\videos\Benhur\benhur_3_front.mp4,data\raw\videos\Benhur\benhur_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,320,334,10.6667,11.1333,10.9,50,3.3333,13.35,400,13.49,404,1,,
37,data\labeled_safe\benhur_exhale_hold_labeled.csv,benhur,exhale_hold,3,data\raw\videos\Benhur\benhur_3_front.mp4,data\raw\videos\Benhur\benhur_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,328,342,10.9333,11.4,11.1667,50,3.3333,13.35,400,13.49,404,1,,
38,data\labeled_safe\benhur_exhale_hold_labeled.csv,benhur,exhale_hold,3,data\raw\videos\Benhur\benhur_3_front.mp4,data\raw\videos\Benhur\benhur_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,336,350,11.2,11.6667,11.4333,50,3.3333,13.35,400,13.49,404,1,,
39,data\labeled_safe\benhur_exhale_hold_labeled.csv,benhur,exhale_hold,3,data\raw\videos\Benhur\benhur_3_front.mp4,data\raw\videos\Benhur\benhur_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,344,358,11.4667,11.9333,11.7,50,3.3333,13.35,400,13.49,404,1,,
40,data\labeled_safe\benhur_exhale_hold_labeled.csv,benhur,exhale_hold,3,data\raw\videos\Benhur\benhur_3_front.mp4,data\raw\videos\Benhur\benhur_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,352,366,11.7333,12.2,11.9667,51,3.4,13.35,400,13.49,404,0,,
41,data\labeled_safe\benhur_exhale_hold_labeled.csv,benhur,exhale_hold,3,data\raw\videos\Benhur\benhur_3_front.mp4,data\raw\videos\Benhur\benhur_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,360,374,12.0,12.4667,12.2333,51,3.4,13.35,400,13.49,404,0,,
42,data\labeled_safe\benhur_exhale_hold_labeled.csv,benhur,exhale_hold,3,data\raw\videos\Benhur\benhur_3_front.mp4,data\raw\videos\Benhur\benhur_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,368,382,12.2667,12.7333,12.5,37,2.4667,13.35,400,13.49,404,0,,
43,data\labeled_safe\benhur_exhale_hold_labeled.csv,benhur,exhale_hold,3,data\raw\videos\Benhur\benhur_3_front.mp4,data\raw\videos\Benhur\benhur_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,376,390,12.5333,13.0,12.7667,10,0.6667,13.35,400,13.49,404,0,,
44,data\labeled_safe\benhur_inhale_hold_labeled.csv,benhur,inhale_hold,2,data\raw\videos\Benhur\benhur_2_front.mp4,data\raw\videos\Benhur\benhur_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,27,41,0.9,1.3667,1.1333,49,3.2667,11.28,338,11.4,342,0,,
45,data\labeled_safe\benhur_inhale_hold_labeled.csv,benhur,inhale_hold,2,data\raw\videos\Benhur\benhur_2_front.mp4,data\raw\videos\Benhur\benhur_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,35,49,1.1667,1.6333,1.4,50,3.3333,11.28,338,11.4,342,0,,
46,data\labeled_safe\benhur_inhale_hold_labeled.csv,benhur,inhale_hold,2,data\raw\videos\Benhur\benhur_2_front.mp4,data\raw\videos\Benhur\benhur_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,43,57,1.4333,1.9,1.6667,50,3.3333,11.28,338,11.4,342,0,,
47,data\labeled_safe\benhur_inhale_hold_labeled.csv,benhur,inhale_hold,2,data\raw\videos\Benhur\benhur_2_front.mp4,data\raw\videos\Benhur\benhur_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,51,65,1.7,2.1667,1.9333,50,3.3333,11.28,338,11.4,342,1,,
48,data\labeled_safe\benhur_inhale_hold_labeled.csv,benhur,inhale_hold,2,data\raw\videos\Benhur\benhur_2_front.mp4,data\raw\videos\Benhur\benhur_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,59,73,1.9667,2.4333,2.2,50,3.3333,11.28,338,11.4,342,1,,
49,data\labeled_safe\benhur_inhale_hold_labeled.csv,benhur,inhale_hold,2,data\raw\videos\Benhur\benhur_2_front.mp4,data\raw\videos\Benhur\benhur_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,67,81,2.2333,2.7,2.4667,50,3.3333,11.28,338,11.4,342,1,,
50,data\labeled_safe\benhur_inhale_hold_labeled.csv,benhur,inhale_hold,2,data\raw\videos\Benhur\benhur_2_front.mp4,data\raw\videos\Benhur\benhur_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,75,89,2.5,2.9667,2.7333,50,3.3333,11.28,338,11.4,342,1,,
51,data\labeled_safe\benhur_inhale_hold_labeled.csv,benhur,inhale_hold,2,data\raw\videos\Benhur\benhur_2_front.mp4,data\raw\videos\Benhur\benhur_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,83,97,2.7667,3.2333,3.0,51,3.4,11.28,338,11.4,342,1,,
52,data\labeled_safe\benhur_inhale_hold_labeled.csv,benhur,inhale_hold,2,data\raw\videos\Benhur\benhur_2_front.mp4,data\raw\videos\Benhur\benhur_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,91,105,3.0333,3.5,3.2667,51,3.4,11.28,338,11.4,342,1,,
53,data\labeled_safe\benhur_inhale_hold_labeled.csv,benhur,inhale_hold,2,data\raw\videos\Benhur\benhur_2_front.mp4,data\raw\videos\Benhur\benhur_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,99,113,3.3,3.7667,3.5333,51,3.4,11.28,338,11.4,342,1,,
54,data\labeled_safe\benhur_inhale_hold_labeled.csv,benhur,inhale_hold,2,data\raw\videos\Benhur\benhur_2_front.mp4,data\raw\videos\Benhur\benhur_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,107,121,3.5667,4.0333,3.8,50,3.3333,11.28,338,11.4,342,1,,
55,data\labeled_safe\benhur_inhale_hold_labeled.csv,benhur,inhale_hold,2,data\raw\videos\Benhur\benhur_2_front.mp4,data\raw\videos\Benhur\benhur_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,115,129,3.8333,4.3,4.0667,50,3.3333,11.28,338,11.4,342,1,,
56,data\labeled_safe\benhur_inhale_hold_labeled.csv,benhur,inhale_hold,2,data\raw\videos\Benhur\benhur_2_front.mp4,data\raw\videos\Benhur\benhur_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,123,137,4.1,4.5667,4.3333,50,3.3333,11.28,338,11.4,342,1,,
57,data\labeled_safe\benhur_inhale_hold_labeled.csv,benhur,inhale_hold,2,data\raw\videos\Benhur\benhur_2_front.mp4,data\raw\videos\Benhur\benhur_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,131,145,4.3667,4.8333,4.6,50,3.3333,11.28,338,11.4,342,1,,
58,data\labeled_safe\benhur_inhale_hold_labeled.csv,benhur,inhale_hold,2,data\raw\videos\Benhur\benhur_2_front.mp4,data\raw\videos\Benhur\benhur_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,139,153,4.6333,5.1,4.8667,50,3.3333,11.28,338,11.4,342,1,,
59,data\labeled_safe\benhur_inhale_hold_labeled.csv,benhur,inhale_hold,2,data\raw\videos\Benhur\benhur_2_front.mp4,data\raw\videos\Benhur\benhur_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,147,161,4.9,5.3667,5.1333,51,3.4,11.28,338,11.4,342,1,,
60,data\labeled_safe\benhur_inhale_hold_labeled.csv,benhur,inhale_hold,2,data\raw\videos\Benhur\benhur_2_front.mp4,data\raw\videos\Benhur\benhur_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,155,169,5.1667,5.6333,5.4,51,3.4,11.28,338,11.4,342,1,,
61,data\labeled_safe\benhur_inhale_hold_labeled.csv,benhur,inhale_hold,2,data\raw\videos\Benhur\benhur_2_front.mp4,data\raw\videos\Benhur\benhur_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,163,177,5.4333,5.9,5.6667,51,3.4,11.28,338,11.4,342,1,,
62,data\labeled_safe\benhur_inhale_hold_labeled.csv,benhur,inhale_hold,2,data\raw\videos\Benhur\benhur_2_front.mp4,data\raw\videos\Benhur\benhur_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,171,185,5.7,6.1667,5.9333,50,3.3333,11.28,338,11.4,342,1,,
63,data\labeled_safe\benhur_inhale_hold_labeled.csv,benhur,inhale_hold,2,data\raw\videos\Benhur\benhur_2_front.mp4,data\raw\videos\Benhur\benhur_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,179,193,5.9667,6.4333,6.2,50,3.3333,11.28,338,11.4,342,1,,
64,data\labeled_safe\benhur_inhale_hold_labeled.csv,benhur,inhale_hold,2,data\raw\videos\Benhur\benhur_2_front.mp4,data\raw\videos\Benhur\benhur_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,187,201,6.2333,6.7,6.4667,50,3.3333,11.28,338,11.4,342,1,,
65,data\labeled_safe\benhur_inhale_hold_labeled.csv,benhur,inhale_hold,2,data\raw\videos\Benhur\benhur_2_front.mp4,data\raw\videos\Benhur\benhur_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,195,209,6.5,6.9667,6.7333,50,3.3333,11.28,338,11.4,342,1,,
66,data\labeled_safe\benhur_inhale_hold_labeled.csv,benhur,inhale_hold,2,data\raw\videos\Benhur\benhur_2_front.mp4,data\raw\videos\Benhur\benhur_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,203,217,6.7667,7.2333,7.0,50,3.3333,11.28,338,11.4,342,1,,
67,data\labeled_safe\benhur_inhale_hold_labeled.csv,benhur,inhale_hold,2,data\raw\videos\Benhur\benhur_2_front.mp4,data\raw\videos\Benhur\benhur_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,211,225,7.0333,7.5,7.2667,51,3.4,11.28,338,11.4,342,1,,
68,data\labeled_safe\benhur_inhale_hold_labeled.csv,benhur,inhale_hold,2,data\raw\videos\Benhur\benhur_2_front.mp4,data\raw\videos\Benhur\benhur_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,219,233,7.3,7.7667,7.5333,51,3.4,11.28,338,11.4,342,1,,
69,data\labeled_safe\benhur_inhale_hold_labeled.csv,benhur,inhale_hold,2,data\raw\videos\Benhur\benhur_2_front.mp4,data\raw\videos\Benhur\benhur_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,227,241,7.5667,8.0333,7.8,51,3.4,11.28,338,11.4,342,1,,
70,data\labeled_safe\benhur_inhale_hold_labeled.csv,benhur,inhale_hold,2,data\raw\videos\Benhur\benhur_2_front.mp4,data\raw\videos\Benhur\benhur_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,235,249,7.8333,8.3,8.0667,51,3.4,11.28,338,11.4,342,1,,
71,data\labeled_safe\benhur_inhale_hold_labeled.csv,benhur,inhale_hold,2,data\raw\videos\Benhur\benhur_2_front.mp4,data\raw\videos\Benhur\benhur_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,243,257,8.1,8.5667,8.3333,50,3.3333,11.28,338,11.4,342,1,,
72,data\labeled_safe\benhur_inhale_hold_labeled.csv,benhur,inhale_hold,2,data\raw\videos\Benhur\benhur_2_front.mp4,data\raw\videos\Benhur\benhur_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,251,265,8.3667,8.8333,8.6,50,3.3333,11.28,338,11.4,342,1,,
73,data\labeled_safe\benhur_inhale_hold_labeled.csv,benhur,inhale_hold,2,data\raw\videos\Benhur\benhur_2_front.mp4,data\raw\videos\Benhur\benhur_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,259,273,8.6333,9.1,8.8667,50,3.3333,11.28,338,11.4,342,1,,
74,data\labeled_safe\benhur_inhale_hold_labeled.csv,benhur,inhale_hold,2,data\raw\videos\Benhur\benhur_2_front.mp4,data\raw\videos\Benhur\benhur_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,267,281,8.9,9.3667,9.1333,50,3.3333,11.28,338,11.4,342,1,,
75,data\labeled_safe\benhur_inhale_hold_labeled.csv,benhur,inhale_hold,2,data\raw\videos\Benhur\benhur_2_front.mp4,data\raw\videos\Benhur\benhur_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,275,289,9.1667,9.6333,9.4,50,3.3333,11.28,338,11.4,342,1,,
76,data\labeled_safe\benhur_inhale_hold_labeled.csv,benhur,inhale_hold,2,data\raw\videos\Benhur\benhur_2_front.mp4,data\raw\videos\Benhur\benhur_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,283,297,9.4333,9.9,9.6667,51,3.4,11.28,338,11.4,342,0,,
77,data\labeled_safe\benhur_inhale_hold_labeled.csv,benhur,inhale_hold,2,data\raw\videos\Benhur\benhur_2_front.mp4,data\raw\videos\Benhur\benhur_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,291,305,9.7,10.1667,9.9333,51,3.4,11.28,338,11.4,342,0,,
78,data\labeled_safe\benhur_inhale_hold_labeled.csv,benhur,inhale_hold,2,data\raw\videos\Benhur\benhur_2_front.mp4,data\raw\videos\Benhur\benhur_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,299,313,9.9667,10.4333,10.2,51,3.4,11.28,338,11.4,342,0,,
79,data\labeled_safe\benhur_inhale_hold_labeled.csv,benhur,inhale_hold,2,data\raw\videos\Benhur\benhur_2_front.mp4,data\raw\videos\Benhur\benhur_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,307,321,10.2333,10.7,10.4667,39,2.6,11.28,338,11.4,342,0,,
80,data\labeled_safe\benhur_inhale_hold_labeled.csv,benhur,inhale_hold,2,data\raw\videos\Benhur\benhur_2_front.mp4,data\raw\videos\Benhur\benhur_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,315,329,10.5,10.9667,10.7333,12,0.8,11.28,338,11.4,342,0,,
81,data\labeled_safe\benhur_irregular_labeled.csv,benhur,irregular,4,data\raw\videos\Benhur\benhur_4_front.mp4,data\raw\videos\Benhur\benhur_4_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,35,49,1.1667,1.6333,1.4,48,3.2,19.44,583,19.55,586,0,,
82,data\labeled_safe\benhur_irregular_labeled.csv,benhur,irregular,4,data\raw\videos\Benhur\benhur_4_front.mp4,data\raw\videos\Benhur\benhur_4_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,43,57,1.4333,1.9,1.6667,51,3.4,19.44,583,19.55,586,0,,
83,data\labeled_safe\benhur_irregular_labeled.csv,benhur,irregular,4,data\raw\videos\Benhur\benhur_4_front.mp4,data\raw\videos\Benhur\benhur_4_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,51,65,1.7,2.1667,1.9333,51,3.4,19.44,583,19.55,586,0,,
84,data\labeled_safe\benhur_irregular_labeled.csv,benhur,irregular,4,data\raw\videos\Benhur\benhur_4_front.mp4,data\raw\videos\Benhur\benhur_4_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,59,73,1.9667,2.4333,2.2,51,3.4,19.44,583,19.55,586,0,,
85,data\labeled_safe\benhur_irregular_labeled.csv,benhur,irregular,4,data\raw\videos\Benhur\benhur_4_front.mp4,data\raw\videos\Benhur\benhur_4_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,67,81,2.2333,2.7,2.4667,50,3.3333,19.44,583,19.55,586,0,,
86,data\labeled_safe\benhur_irregular_labeled.csv,benhur,irregular,4,data\raw\videos\Benhur\benhur_4_front.mp4,data\raw\videos\Benhur\benhur_4_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,75,89,2.5,2.9667,2.7333,50,3.3333,19.44,583,19.55,586,0,,
