front_video_path,start_frame,window_frames,label,person,case,fold_id,split,stride_frames,fps
data/raw/Videos/Benhur/benhur_3_front.mp4,165,15,0,inference,benhur_3_front.mp4,inference,test,5,30.030105368790768
data/raw/Videos/Benhur/benhur_3_front.mp4,170,15,0,inference,benhur_3_front.mp4,inference,test,5,30.030105368790768
data/raw/Videos/Benhur/benhur_3_front.mp4,175,15,0,inference,benhur_3_front.mp4,inference,test,5,30.030105368790768
data/raw/Videos/Benhur/benhur_3_front.mp4,180,15,0,inference,benhur_3_front.mp4,inference,test,5,30.030105368790768
data/raw/Videos/Benhur/benhur_3_front.mp4,185,15,0,inference,benhur_3_front.mp4,inference,test,5,30.030105368790768
data/raw/Videos/Benhur/benhur_3_front.mp4,190,15,0,inference,benhur_3_front.mp4,inference,test,5,30.030105368790768
data/raw/Videos/Benhur/benhur_3_front.mp4,195,15,0,inference,benhur_3_front.mp4,inference,test,5,30.030105368790768
data/raw/Videos/Benhur/benhur_3_front.mp4,200,15,0,inference,benhur_3_front.mp4,inference,test,5,30.030105368790768
data/raw/Videos/Benhur/benhur_3_front.mp4,205,15,0,inference,benhur_3_front.mp4,inference,test,5,30.030105368790768
data/raw/Videos/Benhur/benhur_3_front.mp4,210,15,0,inference,benhur_3_front.mp4,inference,test,5,30.030105368790768
data/raw/Videos/Benhur/benhur_3_front.mp4,215,15,0,inference,benhur_3_front.mp4,inference,test,5,30.030105368790768
data/raw/Videos/Benhur/benhur_3_front.mp4,220,15,0,inference,benhur_3_front.mp4,inference,test,5,30.030105368790768
data/raw/Videos/Benhur/benhur_3_front.mp4,225,15,0,inference,benhur_3_front.mp4,inference,test,5,30.030105368790768
data/raw/Videos/Benhur/benhur_3_front.mp4,230,15,0,inference,benhur_3_front.mp4,inference,test,5,30.030105368790768
data/raw/Videos/Benhur/benhur_3_front.mp4,235,15,0,inference,benhur_3_front.mp4,inference,test,5,30.030105368790768
data/raw/Videos/Benhur/benhur_3_front.mp4,240,15,0,inference,benhur_3_front.mp4,inference,test,5,30.030105368790768
data/raw/Videos/Benhur/benhur_3_front.mp4,245,15,0,inference,benhur_3_front.mp4,inference,test,5,30.030105368790768
data/raw/Videos/Benhur/benhur_3_front.mp4,250,15,0,inference,benhur_3_front.mp4,inference,test,5,30.030105368790768
data/raw/Videos/Benhur/benhur_3_front.mp4,255,15,0,inference,benhur_3_front.mp4,inference,test,5,30.030105368790768
data/raw/Videos/Benhur/benhur_3_front.mp4,260,15,0,inference,benhur_3_front.mp4,inference,test,5,30.030105368790768
data/raw/Videos/Benhur/benhur_3_front.mp4,265,15,0,inference,benhur_3_front.mp4,inference,test,5,30.030105368790768
data/raw/Videos/Benhur/benhur_3_front.mp4,270,15,0,inference,benhur_3_front.mp4,inference,test,5,30.030105368790768
data/raw/Videos/Benhur/benhur_3_front.mp4,275,15,0,inference,benhur_3_front.mp4,inference,test,5,30.030105368790768
data/raw/Videos/Benhur/benhur_3_front.mp4,280,15,0,inference,benhur_3_front.mp4,inference,test,5,30.030105368790768
data/raw/Videos/Benhur/benhur_3_front.mp4,285,15,0,inference,benhur_3_front.mp4,inference,test,5,30.030105368790768
data/raw/Videos/Benhur/benhur_3_front.mp4,290,15,0,inference,benhur_3_front.mp4,inference,test,5,30.030105368790768
data/raw/Videos/Benhur/benhur_3_front.mp4,295,15,0,inference,benhur_3_front.mp4,inference,test,5,30.030105368790768
data/raw/Videos/Benhur/benhur_3_front.mp4,300,15,0,inference,benhur_3_front.mp4,inference,test,5,30.030105368790768
data/raw/Videos/Benhur/benhur_3_front.mp4,305,15,0,inference,benhur_3_front.mp4,inference,test,5,30.030105368790768
data/raw/Videos/Benhur/benhur_3_front.mp4,310,15,0,inference,benhur_3_front.mp4,inference,test,5,30.030105368790768
data/raw/Videos/Benhur/benhur_3_front.mp4,315,15,0,inference,benhur_3_front.mp4,inference,test,5,30.030105368790768
data/raw/Videos/Benhur/benhur_3_front.mp4,320,15,0,inference,benhur_3_front.mp4,inference,test,5,30.030105368790768
data/raw/Videos/Benhur/benhur_3_front.mp4,325,15,0,inference,benhur_3_front.mp4,inference,test,5,30.030105368790768
data/raw/Videos/Benhur/benhur_3_front.mp4,330,15,0,inference,benhur_3_front.mp4,inference,test,5,30.030105368790768
data/raw/Videos/Benhur/benhur_3_front.mp4,335,15,0,inference,benhur_3_front.mp4,inference,test,5,30.030105368790768
data/raw/Videos/Benhur/benhur_3_front.mp4,340,15,0,inference,benhur_3_front.mp4,inference,test,5,30.030105368790768
data/raw/Videos/Benhur/benhur_3_front.mp4,345,15,0,inference,benhur_3_front.mp4,inference,test,5,30.030105368790768
data/raw/Videos/Benhur/benhur_3_front.mp4,350,15,0,inference,benhur_3_front.mp4,inference,test,5,30.030105368790768
data/raw/Videos/Benhur/benhur_3_front.mp4,355,15,0,inference,benhur_3_front.mp4,inference,test,5,30.030105368790768
data/raw/Videos/Benhur/benhur_3_front.mp4,360,15,0,inference,benhur_3_front.mp4,inference,test,5,30.030105368790768
data/raw/Videos/Benhur/benhur_3_front.mp4,365,15,0,inference,benhur_3_front.mp4,inference,test,5,30.030105368790768
data/raw/Videos/Benhur/benhur_3_front.mp4,370,15,0,inference,benhur_3_front.mp4,inference,test,5,30.030105368790768
data/raw/Videos/Benhur/benhur_3_front.mp4,375,15,0,inference,benhur_3_front.mp4,inference,test,5,30.030105368790768
data/raw/Videos/Benhur/benhur_3_front.mp4,380,15,0,inference,benhur_3_front.mp4,inference,test,5,30.030105368790768
